id,name,role,industry,experience,funding_needed,funding_available,email,phone,linkedin
1547,Nicholas Cook,newbie,E-commerce,0,0,0,cohennoah@hotmail.com,988-222-2021x313,https://terrell.com/
1548,Thomas Garcia,investor,Healthcare,30,0,404347,cathygardner@becker.info,590-937-5008x263,http://greene.net/
1549,Kyle Jones,investor,Tech,16,0,199334,morenosarah@cunningham-burgess.com,001-325-819-2495x511,http://maxwell.com/
1550,David Smith,newbie,Tech,0,0,0,garyfrancis@gmail.com,001-487-830-8116x648,https://christensen-robinson.com/
1551,Kimberly Martin,investor,Healthcare,25,0,299748,levinenicholas@hotmail.com,+1-022-869-9411,https://rivera.biz/
1552,Brenda Mckinney,entrepreneur,Education,21,73586,0,gleonard@yahoo.com,+1-177-072-8021x978,http://www.bond.info/
1553,Lisa Peterson,newbie,Blockchain,0,0,0,dvega@hodges.com,931-193-6562,http://harris.biz/
1554,Jordan Hahn,investor,Tech,1,0,426188,icline@yahoo.com,+1-975-139-1497x691,https://www.black-gutierrez.net/
1555,Christine Rodriguez,investor,E-commerce,22,0,455121,timothywilson@rodriguez-velasquez.info,723.855.1705x3377,https://castillo.com/
1556,Brenda Jackson,entrepreneur,Education,23,15475,0,donald09@brown.com,925.814.7276x24488,http://www.moore.org/
1557,Joseph Gomez,mentor,Education,3,0,0,curryjeffery@white-duran.com,001-832-572-1593x94361,http://www.bullock.com/
1558,Tracy Higgins,investor,AI,8,0,241831,christopherwilliams@chavez-li.info,408.117.4591x8637,http://www.hall.com/
1559,Darrell Walker,newbie,AI,0,0,0,reginawall@graham-ferguson.com,001-225-637-9458x52222,http://www.jordan-ball.com/
1560,Eric Torres,mentor,Tech,7,0,0,kathrynmueller@carpenter.org,001-782-778-2376,http://www.smith-taylor.com/
1561,Veronica Miller,entrepreneur,Tech,21,11784,0,hparker@estes.info,+1-782-941-9476,https://www.thomas.com/
1562,Steven Rodriguez,newbie,Healthcare,0,0,0,melanieparker@gmail.com,9222504185,https://www.campbell.net/
1563,Amy Wright,newbie,E-commerce,0,0,0,ykirk@woodard.com,423-691-6439,http://www.nelson.com/
1564,Brian Galloway,investor,AI,15,0,282877,judy31@yahoo.com,+1-323-537-1171x91356,http://www.gardner.org/
1565,Vanessa Harrell,newbie,Blockchain,0,0,0,alexander60@gmail.com,(675)479-9766x124,http://www.daniel.com/
1566,Bridget Mccarthy,investor,Blockchain,13,0,214742,evan26@gmail.com,(359)179-4178x8738,http://www.barnes-thomas.biz/
1567,Ruth Martinez,mentor,AI,4,0,0,linda44@vaughan.com,+1-873-456-1908,https://romero.com/
1568,Rachel Jackson,entrepreneur,Tech,14,18535,0,pamelawilson@craig.net,+1-190-019-1141x8567,http://clark.com/
1569,Joan Campbell,newbie,Blockchain,0,0,0,brandy15@parker.org,998-384-0293,http://maynard.com/
1570,Sandra Suarez,entrepreneur,E-commerce,20,35732,0,obarber@yahoo.com,979-397-6560x8103,https://www.strickland-mason.org/
1571,Michael Thornton,mentor,Education,28,0,0,sophia66@farmer-lewis.org,001-730-252-1736,http://morgan.com/
1572,Adrian Rhodes,mentor,Healthcare,5,0,0,jsmith@yahoo.com,606-650-7990x078,http://hernandez-smith.com/
1573,Nicholas Torres,investor,E-commerce,4,0,171674,vmiller@hotmail.com,972.693.4930x32450,https://www.adams.net/
1574,Joanne Burch,entrepreneur,Education,11,28828,0,suttonbecky@yahoo.com,544-656-8022,http://brown.info/
1575,Michele Rowland,entrepreneur,Finance,17,73457,0,johnsonheather@yahoo.com,(302)134-8015,http://www.gonzales.com/
1576,Sean Brock,investor,Healthcare,17,0,198282,xsellers@cisneros.com,(213)015-6937x1522,https://www.davis.net/
1577,Dorothy Roberts,mentor,Blockchain,12,0,0,morrismonica@hotmail.com,+1-365-233-4785x0252,https://www.davis.com/
1578,David Padilla,newbie,Education,0,0,0,daniel70@gmail.com,440-215-8225x63699,https://www.logan.com/
1579,Jodi Cortez,mentor,E-commerce,24,0,0,gaillynch@hotmail.com,542.159.4111x7850,https://www.mcdonald.biz/
1580,Corey Sims,investor,Education,28,0,276694,ecosta@hotmail.com,742.183.5249,http://wu-ramirez.com/
1581,Bryan Dudley,mentor,Tech,30,0,0,hensleyjustin@stevens-hurst.net,001-060-451-9668x13241,http://green.com/
1582,Donald Carter,newbie,Healthcare,0,0,0,stevenperry@gmail.com,539-635-8415,https://lewis-raymond.com/
1583,Christopher Combs,investor,Blockchain,10,0,432602,irussell@benson.com,826-237-0366x1685,http://www.armstrong-franco.com/
1584,Jeffrey Hines,investor,Blockchain,5,0,116878,fphelps@hotmail.com,001-967-432-9335,https://www.adams.com/
1585,Phillip Copeland,investor,Blockchain,24,0,424858,deborahbarrett@vega-miller.biz,585-013-8664x95329,https://www.johnson.com/
1586,Laura Callahan,entrepreneur,Healthcare,26,76157,0,cindy10@gmail.com,(141)233-3960,http://sutton.com/
1587,Michael Prince,mentor,Education,17,0,0,rpoole@garcia.org,177-211-6833x9110,http://www.powell.net/
1588,Kenneth Jones,mentor,Healthcare,10,0,0,ospears@scott.org,(098)797-1676x2994,http://www.webb.com/
1589,Rachel Estrada,entrepreneur,Healthcare,13,12903,0,lcollier@hotmail.com,5679237955,https://www.houston-fuentes.biz/
1590,Lindsey Johnson,investor,Education,6,0,92395,amandacoleman@ruiz.com,001-350-598-2396x8622,https://www.dominguez-thomas.com/
1591,Charles George,newbie,AI,0,0,0,qdrake@perry-jenkins.org,609-616-3775x29034,https://barrett-callahan.biz/
1592,Donna Hunt,entrepreneur,Finance,1,49919,0,gravesmichael@gmail.com,001-721-944-9081,https://www.parker.info/
1593,Kimberly Zavala,newbie,E-commerce,0,0,0,christopher68@hotmail.com,(551)077-8494,https://miller-davidson.com/
1594,Erin Beasley,entrepreneur,Blockchain,21,63074,0,qmcconnell@yahoo.com,410.206.9151x74960,http://dean.org/
1595,Valerie Thomas,newbie,Finance,0,0,0,gonzalezedward@gmail.com,(060)807-5197x874,https://www.smith.org/
1596,Sarah Lang,entrepreneur,Education,26,84645,0,wilsonwilliam@gmail.com,001-657-739-4815,http://www.flores.com/
1597,Autumn Thompson,newbie,Blockchain,0,0,0,xgardner@gmail.com,910.503.6401,https://www.martinez-nixon.com/
1598,Kevin Hernandez,newbie,Blockchain,0,0,0,ortizeric@yahoo.com,020-185-7490x42164,https://www.mcguire.com/
1599,Jennifer Wise,mentor,Tech,13,0,0,johnjones@carpenter.net,001-886-703-1617x725,http://clayton-johnson.biz/
1600,Lisa Wise,newbie,Blockchain,0,0,0,fgarrett@west-jones.biz,727.182.1246,http://sexton.com/
1601,Marcus Parsons,investor,AI,4,0,128587,bridgeslaura@lewis.net,(649)726-9876x1852,https://www.miller-robbins.net/
1602,Michael Powell,newbie,E-commerce,0,0,0,wmorse@fernandez-hudson.org,713.308.4025x631,http://sullivan.com/
1603,Angela Reed,newbie,E-commerce,0,0,0,joann89@yahoo.com,001-184-392-8068x3794,http://www.smith.com/
1604,Rebecca Martinez,investor,Finance,27,0,451701,hannahchavez@haynes.com,(690)941-1628x45540,https://www.diaz-brown.com/
1605,Erica Kirk,mentor,Tech,27,0,0,chadsweeney@gmail.com,046-635-0299,https://www.mora.org/
1606,Kayla Boyd,investor,Blockchain,21,0,159819,mbaker@hotmail.com,001-441-437-6805x9456,http://carter-brock.org/
1607,Christopher Powers,mentor,E-commerce,5,0,0,glevine@chen.info,427-719-3331x6225,http://www.chapman.info/
1608,Jennifer Johnson MD,mentor,AI,2,0,0,garyoconnor@gmail.com,(296)457-4549x2572,https://www.davis.biz/
1609,Alyssa Chapman,investor,Healthcare,15,0,334717,danielshields@chaney.com,933-067-9133x1740,http://www.johnson.com/
1610,Lori Flores,entrepreneur,Healthcare,18,43302,0,robbinsadam@cook-nolan.com,574.931.3025,http://www.jordan.com/
1611,Kevin Harper,entrepreneur,E-commerce,18,54804,0,montgomerychristopher@gmail.com,781-731-5646x76321,http://smith.com/
1612,Audrey Gomez,entrepreneur,Healthcare,27,37087,0,falvarez@brown-acosta.org,+1-114-153-1405x677,https://www.hendricks.com/
1613,Elizabeth Stewart,mentor,AI,22,0,0,christopher53@gmail.com,669.445.9328,http://ryan.info/
1614,Caleb Yang,newbie,Healthcare,0,0,0,ckent@yahoo.com,265-933-5461x76277,https://richardson.net/
1615,Bradley Johnson,entrepreneur,AI,25,50312,0,santiagoveronica@reyes.com,+1-926-933-2389x39748,http://palmer.com/
1616,Deborah Dunn,mentor,E-commerce,29,0,0,taylor31@turner-flores.com,(393)652-3006,https://hughes-spencer.com/
1617,Gary Johnson,newbie,Tech,0,0,0,melissaking@watson.com,830-389-0481x7269,https://www.lee.com/
1618,Megan Miller,investor,AI,16,0,8272,debralara@yahoo.com,377-361-7498x9079,https://www.lucero.info/
1619,Calvin Brock,entrepreneur,Blockchain,2,22630,0,hardyjessica@golden.org,815.923.6988,http://www.gonzalez.net/
1620,David Price,mentor,Healthcare,2,0,0,stevenchandler@gmail.com,529-858-4626x498,http://sosa.com/
1621,Kyle Collins,investor,Education,2,0,331126,lmartin@gmail.com,397-282-7917,http://www.wright-pope.info/
1622,Brianna Johns,entrepreneur,AI,8,58690,0,jessicaferguson@garcia.org,9267347169,https://morgan.com/
1623,Jason Patterson,mentor,Healthcare,6,0,0,qwiggins@yahoo.com,650.002.9839,https://www.best.com/
1624,Lisa Ellis,entrepreneur,E-commerce,21,7535,0,darrell69@gray.biz,547.824.1859x8738,https://www.rose.info/
1625,Steven Perez,entrepreneur,Tech,21,10701,0,ylucas@hotmail.com,001-687-060-1087,http://koch-robinson.biz/
1626,Dana Stevens,mentor,Finance,16,0,0,fmurray@hanson.com,001-271-430-8786x342,https://wilson.com/
1627,Kelly Roberts,mentor,Education,9,0,0,boydsierra@curtis.com,+1-865-489-1015x20517,https://thompson-mills.com/
1628,Jamie Ramirez,newbie,Tech,0,0,0,jasminehill@hotmail.com,+1-587-054-9720x977,http://www.gould.com/
1629,Jessica Anderson,entrepreneur,Blockchain,0,11821,0,greggrobinson@gmail.com,825-621-7079x00480,https://www.scott.info/
1630,Gregory Mcguire,investor,E-commerce,10,0,201843,mialambert@weber.com,001-050-740-4740x9280,http://www.mueller-campbell.net/
1631,Ruben Kelley,newbie,E-commerce,0,0,0,egray@hotmail.com,726-337-2039,http://webb-alexander.info/
1632,Nicole Martin,investor,AI,8,0,367457,bellwilliam@hotmail.com,411-646-5620x13348,http://www.thomas.info/
1633,Eileen Sampson,entrepreneur,Tech,6,55914,0,nrichardson@brown-rocha.net,434.912.2429x0988,http://bradley-richard.com/
1634,John Massey,mentor,Healthcare,12,0,0,christinahall@smith-guerra.net,+1-079-795-5906x8521,http://villa.biz/
1635,Ms. Alexandra Jenkins,entrepreneur,Blockchain,21,14704,0,palmerchristopher@gmail.com,001-689-645-6818x876,http://www.hall.com/
1636,Larry Lowe,newbie,Tech,0,0,0,colealan@phillips.com,(035)705-4514x007,http://white.com/
1637,Mary Lyons,mentor,E-commerce,16,0,0,sadams@hotmail.com,(583)074-5787x7857,https://jones.com/
1638,Brenda Hernandez,mentor,Tech,11,0,0,griffithdylan@livingston.com,001-093-497-3373x82284,http://www.hill-perez.com/
1639,Lori Martinez,newbie,E-commerce,0,0,0,joseph95@gmail.com,653.419.0203,https://hicks-rose.org/
1640,Andrew Green,entrepreneur,Healthcare,19,78216,0,lspencer@hotmail.com,795.592.7614x71060,http://scott.com/
1641,Lisa Dawson,investor,Tech,24,0,381320,jay93@hotmail.com,+1-757-511-9979x38289,https://www.campbell-garcia.biz/
1642,Nancy Jones,entrepreneur,Healthcare,10,84940,0,thomasryan@yahoo.com,316-405-8451,http://moon-bradshaw.org/
1643,Nathan Esparza,entrepreneur,Blockchain,1,47208,0,ronald44@crawford-malone.com,849.435.5064x6569,http://anderson.com/
1644,Joshua Strickland,investor,E-commerce,3,0,157067,richardmartinez@yahoo.com,027.508.9318,https://wilson.com/
1645,Paula Wilkinson,mentor,Finance,6,0,0,thurst@gmail.com,001-305-734-5399x9710,http://www.clark-miles.com/
1646,Ms. Mindy Mills,investor,Finance,14,0,416926,michelle41@russell.com,246-594-4105x580,http://www.phelps-keller.com/
1647,Gregory Carr,investor,Finance,20,0,228367,xwaters@martinez.net,933.547.9477,http://www.mckay.org/
1648,Billy Adams,newbie,Blockchain,0,0,0,tsawyer@gmail.com,(152)665-3098x3129,https://www.ramirez.info/
1649,Jeffrey Miller,entrepreneur,Tech,28,89443,0,ytravis@yahoo.com,278-630-7768x02396,http://www.porter.net/
1650,Cynthia Jones,mentor,E-commerce,21,0,0,erin19@hotmail.com,(942)692-7138,https://jackson-yates.com/
1651,Emma Mcdonald,mentor,Education,5,0,0,parkermichael@jones-pittman.info,857-363-9747x25347,https://willis-yu.com/
1652,Christina Downs,investor,Education,26,0,496759,kevin56@bryant.com,187.889.7968x32069,http://www.evans-murphy.org/
1653,Sean Berg,newbie,AI,0,0,0,wagnertommy@randall.com,(769)704-3978x6425,http://www.wiggins-reyes.com/
1654,Philip Swanson,mentor,Finance,6,0,0,andrew35@yahoo.com,+1-513-842-2716x06904,https://www.powers.com/
1655,Laura Tucker,mentor,E-commerce,9,0,0,conniestuart@harris.org,(494)809-4684,http://jenkins.com/
1656,Arthur Mcintosh,investor,Education,24,0,7153,smithricky@yahoo.com,+1-089-096-4184,https://moore-sherman.com/
1657,Scott Cuevas,entrepreneur,Tech,10,10785,0,churchcarl@parker-black.biz,(861)794-3471x40534,http://www.tucker.net/
1658,Robin Morgan,entrepreneur,AI,11,6007,0,bryanhill@gmail.com,5815711594,http://morgan.net/
1659,Karen Patel,newbie,Blockchain,0,0,0,debra91@miles.net,(657)549-5811x93929,http://ramirez.com/
1660,Alice Hall,mentor,Tech,17,0,0,flyons@gmail.com,671.135.0216,https://www.sullivan.com/
1661,John Campbell,entrepreneur,E-commerce,1,82946,0,bryan33@wiggins-bray.biz,3130280462,http://www.williams-evans.com/
1662,Danielle Salazar,newbie,Education,0,0,0,glenn98@smith.com,+1-648-529-3845x6358,https://buchanan-lloyd.net/
1663,Mark Ortega,investor,Blockchain,20,0,375779,stacy57@gmail.com,077-885-6062x02612,http://roach-collins.com/
1664,Kenneth Dunn,newbie,AI,0,0,0,marcturner@foster.org,636.773.6193x22738,http://www.jones-ballard.com/
1665,Deanna Brennan,investor,AI,0,0,120828,iparsons@osborn.net,(599)099-3471x4616,https://www.daniels.com/
1666,Vanessa Villarreal,entrepreneur,Finance,2,57993,0,andersonleslie@gmail.com,001-455-428-7697x9902,http://www.middleton.com/
1667,Steven Adams,newbie,Healthcare,0,0,0,tscott@williams-williams.com,(968)654-9883x134,https://joseph.com/
1668,Dawn Jackson,entrepreneur,E-commerce,12,64203,0,jacksongregory@roman.net,277.992.6052x759,http://delgado-king.com/
1669,Sheena Brown,newbie,Healthcare,0,0,0,davidmoore@hotmail.com,001-303-622-4982x768,https://simmons-riggs.com/
1670,Jeanne Bates,newbie,Finance,0,0,0,howellcindy@smith-mejia.info,881-793-1484,https://www.olson.com/
1671,Joshua Schmidt,entrepreneur,E-commerce,27,62651,0,micheal30@houston.com,001-278-374-3756x29355,http://www.campbell.com/
1672,Carol Johnson,entrepreneur,Finance,16,91899,0,kyle06@davis.net,+1-760-780-6079x78016,https://www.kennedy.net/
1673,Jacqueline Roberts,mentor,AI,5,0,0,wellsrussell@yahoo.com,843.980.5893,https://washington.com/
1674,John Conrad,mentor,Tech,17,0,0,jenniferhernandez@hotmail.com,698-558-9601,https://www.smith.info/
1675,Jenny Willis,mentor,Blockchain,6,0,0,stuartkaren@gmail.com,9962567292,http://www.short.org/
1676,Matthew Stout,newbie,Tech,0,0,0,karen65@yahoo.com,393.858.6984,http://hill-henry.com/
1677,Jessica Spencer,mentor,Education,18,0,0,tiffany18@johnson-hernandez.com,001-426-730-5576,http://pittman.info/
1678,Brandy Evans,entrepreneur,AI,30,59398,0,heather15@freeman-myers.org,622.177.4208x0802,https://www.mcguire.org/
1679,Ethan Shah,mentor,Tech,17,0,0,pamela76@gmail.com,001-907-093-6958x50972,https://www.carlson-gallagher.com/
1680,John Shepard,newbie,Finance,0,0,0,vasquezjacqueline@solomon.com,958-539-4700,http://jones.info/
1681,Michelle Dorsey,newbie,Finance,0,0,0,gonzalesfrancisco@miller.biz,214.965.1395x52940,https://cordova-reyes.biz/
1682,Keith Jenkins,newbie,Tech,0,0,0,craigmendoza@harris.com,536.654.9271x43736,https://baker.com/
1683,Anne Cohen,entrepreneur,AI,0,27039,0,martinthomas@hotmail.com,551-177-2399,http://www.lewis.com/
1684,Mr. John Moore DVM,investor,Education,7,0,426602,xmay@campbell-cameron.info,(740)208-5962x5231,https://www.robertson.com/
1685,Shaun Griffin,mentor,Education,24,0,0,meghancraig@briggs-sandoval.info,671.220.0769x4695,https://adams.com/
1686,Dr. Stacy Martin,newbie,E-commerce,0,0,0,nicholaswinters@kelly.biz,+1-756-632-6197x427,http://www.walters.com/
1687,Alejandra Price,mentor,Finance,25,0,0,marysullivan@hotmail.com,001-108-384-0495x507,http://moore-sullivan.com/
1688,Eric Hill,entrepreneur,Healthcare,3,99801,0,michael39@stark.biz,(003)060-3419x24569,https://duncan.biz/
1689,Laura Mills,entrepreneur,AI,8,41494,0,larry16@byrd-little.com,461.170.3721,http://roberson-edwards.info/
1690,William Lowe,mentor,AI,30,0,0,ashleysmith@graham.com,841.438.0199,https://randall-perry.com/
1691,Meghan Hall,investor,Tech,19,0,46144,ekelley@white-smith.com,+1-693-920-5078,http://ortiz.com/
1692,Tina Ramirez,mentor,E-commerce,1,0,0,davidmartin@garcia.com,900-724-8829,https://chambers-avila.com/
1693,Tiffany Coleman,investor,Finance,5,0,25797,wilsonandre@mann-gillespie.com,802-710-5119x07467,https://blake.com/
1694,John Smith,entrepreneur,Healthcare,26,71043,0,annalong@garza-davidson.com,9461015441,http://www.smith-brooks.info/
1695,Stuart Espinoza,investor,Finance,24,0,67126,william66@hotmail.com,(816)218-1386,https://www.peterson.com/
1696,Brianna Torres,investor,Blockchain,28,0,497651,xjohnson@hotmail.com,+1-776-297-9620x982,https://www.jimenez-baker.com/
1697,Jill Kane,entrepreneur,Healthcare,3,21881,0,mwright@wade-griffin.info,+1-742-183-1837x659,http://castillo.com/
1698,Ann Hoffman,newbie,Education,0,0,0,atkinsonalyssa@smith-jackson.com,542-442-1313,http://brown.biz/
1699,Pamela Rodriguez,newbie,Education,0,0,0,uperez@sanchez-morris.com,1641354247,http://www.walls.org/
1700,Erin Chambers,newbie,Blockchain,0,0,0,pottsmichael@bartlett.com,+1-586-985-1158x3082,http://nelson.com/
1701,Zachary Burton,entrepreneur,Education,23,94219,0,hoopermark@gmail.com,+1-193-021-7547x62325,https://www.white.com/
1702,Jennifer Velez,mentor,Healthcare,3,0,0,oliviamcneil@hotmail.com,448.060.7307,https://www.clark.info/
1703,Robin Hill,investor,Healthcare,3,0,456368,michelle50@reed-anderson.com,786-974-3876x06490,https://diaz.com/
1704,Rachel Bradley,newbie,Blockchain,0,0,0,susansimpson@pratt.com,301-166-1473x48683,http://www.stout.net/
1705,Jackson Elliott,newbie,Finance,0,0,0,nicholasconner@davis.com,001-917-564-2806,http://www.greene.com/
1706,Thomas Harrison,investor,Finance,26,0,426015,nnguyen@lopez.com,001-742-052-4749x24013,https://www.callahan.com/
1707,Bridget Vega,newbie,Finance,0,0,0,alex14@hotmail.com,001-904-712-9905x647,https://www.campbell.biz/
1708,Edward Little,mentor,Healthcare,25,0,0,dbowman@hotmail.com,899.505.9538x39627,https://www.mccoy.com/
1709,Brian Stephenson,mentor,Education,2,0,0,jschultz@chavez-spencer.info,(651)062-7765,http://young.org/
1710,Jennifer Smith,mentor,Finance,10,0,0,jessicamiller@hotmail.com,(437)918-2721x0119,https://crawford.com/
1711,William Wilson,investor,Finance,7,0,45003,vjackson@bailey-robinson.net,853-291-6039,https://long.biz/
1712,Lindsey Dominguez,entrepreneur,Healthcare,5,91536,0,richardshaw@hotmail.com,(373)829-4979x57484,https://www.williams-payne.biz/
1713,Mark Cunningham,mentor,E-commerce,18,0,0,angelamiddleton@carrillo-williams.com,001-319-679-7991x03972,https://www.gomez.com/
1714,Miss Jamie Ryan,newbie,Finance,0,0,0,ublackburn@yahoo.com,(684)221-5084,https://beasley.com/
1715,Kim Wiley,investor,Blockchain,8,0,158238,hunter38@smith-flores.biz,001-162-809-7891x185,http://www.anderson-wright.com/
1716,Christina Rogers,investor,Education,14,0,229289,dbass@wallace-lopez.com,682.802.6884x71733,https://www.caldwell.com/
1717,Matthew Gordon,investor,Healthcare,5,0,127605,josephlove@jones.com,+1-215-384-9442x2046,https://bishop.org/
1718,Kathleen Mcgee,investor,AI,25,0,129170,jean35@williamson.biz,001-450-583-2679x40648,http://www.schwartz-carter.info/
1719,Travis Clark,entrepreneur,E-commerce,19,24516,0,psalazar@ramirez.info,001-698-168-3854x36349,https://www.clark.com/
1720,Katelyn Thomas,investor,AI,20,0,111008,alexandria06@yahoo.com,094-997-3671x5575,https://rodriguez-patterson.biz/
1721,Catherine Olson,newbie,AI,0,0,0,adrian02@hotmail.com,(770)416-5591x02844,https://www.huang-perez.com/
1722,Debra Patterson,newbie,AI,0,0,0,paul69@hotmail.com,001-710-407-7522x0336,https://sanders.info/
1723,Aaron Jackson,mentor,Finance,28,0,0,suzanne08@conway.net,001-185-778-5670x38443,https://huber.org/
1724,Danny Perez,entrepreneur,Healthcare,3,72784,0,katrina57@manning.com,(207)448-2450x0070,https://www.gilmore.com/
1725,Brooke Joseph,mentor,Healthcare,21,0,0,chad31@ray.info,430-850-4995x319,http://navarro.info/
1726,Ian Stephenson,mentor,Finance,4,0,0,katielynn@garcia.biz,188-665-4503x689,http://www.dixon.net/
